Chromosome	startPosition	endPosition	typeNotZero	nrOfStateA	nrOfStateB	nrOfStateC	stateAToA	stateBToB	stateCToC	stateAToB	stateAToC	stateBToA	stateBToC	stateCToA	stateCToB	nrOfPolyType1	nrOfPolyType2	nrOfPolyType3	nrOfPolyType1And2	nrOfPolyType1And3	nrOfPolyType2And3	
1	79665553	79785857	206	2	1	0	1	0	0	1	0	0	0	0	0	258	57	16	1	1	0	
1	79786055	79911125	175	2	4	0	1	2	0	1	0	1	0	0	0	201	59	27	2	2	1	
1	79911141	80055385	201	0	56	2	0	53	0	0	0	0	2	0	2	145	55	22	5	5	0	
1	80055544	80176429	226	15	54	0	11	50	0	3	0	4	0	0	0	129	48	94	0	0	2	
1	80176934	80252581	212	2	10	8	0	7	3	0	1	0	3	2	3	253	45	117	2	2	1	
1	80252669	80331307	224	5	0	12	4	0	11	0	1	0	0	0	0	356	143	27	53	53	1	
1	80331372	80410848	249	17	24	12	14	18	9	3	0	3	2	0	3	221	40	65	5	5	2	
1	80411679	80496040	274	3	7	13	0	2	10	2	0	2	3	1	2	352	84	24	15	15	3	
1	80496124	80589400	305	12	12	24	9	8	18	1	2	0	4	2	3	313	35	54	5	5	1	
1	80589486	80655802	306	8	20	1	6	17	0	2	0	1	1	1	0	249	34	209	6	6	2	
1	80655946	80718345	243	4	46	24	1	32	12	3	0	2	12	1	10	247	9	88	0	0	0	
1	80718457	80787532	259	52	18	6	45	10	2	4	2	6	2	0	4	196	33	90	1	1	0	
1	80787593	80855624	227	9	26	10	3	19	8	5	0	5	2	1	1	180	27	25	1	1	0	
1	80855695	80918334	314	4	135	1	1	132	0	2	1	3	0	0	0	136	16	31	0	0	0	
1	80918393	81003879	258	9	13	4	5	10	2	2	1	2	1	1	1	252	27	109	1	1	0	
1	81003909	81084289	196	3	10	1	2	7	0	1	0	1	1	0	1	194	4	161	0	0	0	
1	81084352	81153592	276	6	57	6	4	51	2	2	0	2	3	0	4	206	12	22	0	0	0	
1	81153622	81232112	290	4	29	13	2	25	11	2	0	1	2	0	2	319	6	33	3	3	0	
1	81232302	81300866	302	13	19	3	10	14	1	3	0	2	2	1	1	303	39	50	1	1	0	
1	81300958	81367679	319	4	32	2	2	28	0	2	0	1	2	1	1	279	38	67	0	0	0	
1	81367695	81423898	243	0	23	1	0	21	0	0	0	0	1	0	1	264	26	62	0	0	0	
1	81424940	81494326	262	15	4	13	14	3	12	1	0	0	0	1	0	323	58	15	2	2	0	
1	81494501	81569689	220	0	52	2	0	50	0	0	0	0	2	0	1	163	109	25	3	3	0	
1	81569746	81641096	261	22	60	8	19	56	5	1	2	2	1	1	2	175	42	69	1	1	0	
1	81641130	81695605	322	35	18	2	33	15	0	1	1	1	1	1	1	394	8	24	2	2	0	
1	81695766	81763857	295	2	45	2	1	41	0	1	0	1	2	0	2	217	4	253	0	0	1	
1	81763948	81824900	345	22	1	2	19	0	0	0	2	1	0	1	1	366	23	159	3	3	0	
1	81825067	81894714	208	7	34	0	3	29	0	4	0	4	0	0	0	163	67	138	1	1	1	
1	81894751	81956406	291	2	5	15	0	4	12	0	2	0	0	2	1	360	33	60	2	2	1	
1	81956407	82031294	255	1	3	9	0	1	8	0	0	1	1	0	1	278	29	304	8	8	4	
1	82031315	82103804	299	1	14	4	0	10	1	0	0	1	3	0	3	320	60	75	0	0	2	
1	82104113	82163517	182	1	3	6	0	2	5	0	0	0	1	1	0	197	123	282	26	26	22	
1	82163582	82238624	233	9	1	1	8	0	0	0	1	0	0	0	1	299	210	40	54	54	9	
1	82238701	82304708	226	10	16	1	8	13	0	2	0	1	1	0	1	298	266	11	95	95	1	
1	82304717	82378584	324	6	38	9	3	36	5	0	2	0	2	3	1	310	29	135	2	2	0	
1	82378744	82433788	242	9	5	1	7	2	0	2	0	2	1	0	0	192	41	200	0	0	3	
1	82433874	82501873	235	10	5	6	6	1	2	2	2	2	1	2	2	279	11	66	0	0	1	
1	82501884	82564929	345	2	10	0	1	8	0	1	0	1	0	0	0	378	27	163	1	1	0	
1	82564957	82639094	294	12	6	20	10	5	18	0	1	0	1	1	1	370	46	34	3	3	0	
1	82639099	82706886	306	9	7	4	8	4	1	0	1	1	1	0	3	405	33	63	2	2	2	
1	82706935	82777500	269	3	7	1	1	4	0	1	1	2	0	0	1	292	94	35	4	4	6	
1	82777501	82873767	247	24	31	7	21	27	4	2	1	1	2	2	1	196	53	51	0	0	1	
1	82873776	82982119	258	13	37	2	10	34	1	2	1	2	0	1	0	205	47	16	1	1	0	
1	82982308	83066008	220	4	39	7	1	32	3	2	0	3	4	0	4	135	106	21	10	10	2	
1	83066012	83130532	231	6	11	14	2	7	12	2	2	3	0	1	1	267	35	158	8	8	1	
1	83130549	83214425	246	2	10	0	1	8	0	1	0	1	0	0	0	200	70	318	5	5	2	
1	83214538	83287081	253	4	17	17	2	14	16	1	0	2	1	0	1	197	64	181	6	6	6	
1	83287176	83375008	289	5	37	4	0	31	1	4	0	3	3	1	2	306	19	19	1	1	0	
1	83375011	83457668	214	5	18	6	2	12	4	3	0	3	2	0	2	209	23	118	2	2	2	
1	83457687	83558125	231	5	40	11	2	38	9	2	1	1	0	2	0	130	36	165	0	0	1	
1	83558168	83644036	225	24	4	1	21	1	0	2	1	3	0	0	0	220	46	54	0	0	2	
1	83644141	83739291	245	3	6	1	0	3	0	2	1	2	0	1	0	230	38	205	0	0	0	
1	83739357	83871299	294	5	0	1	4	0	0	0	1	0	0	0	0	319	45	105	0	0	1	
1	83871419	83976460	271	0	14	1	0	13	0	0	0	0	0	0	1	309	41	79	1	1	0	
1	83976644	84057913	231	3	10	4	2	7	2	1	0	0	2	0	2	235	41	133	4	4	1	
1	84058039	84131416	211	7	7	4	5	5	1	0	2	1	1	1	1	277	32	76	2	2	0	
1	84131534	84200602	279	5	23	8	2	19	4	2	1	0	3	2	2	307	23	109	0	0	1	
1	84200652	84264183	297	6	27	0	1	22	0	4	0	5	0	0	0	294	6	93	0	0	0	
1	84264435	84327250	226	7	31	2	4	27	0	2	1	2	1	1	1	182	144	26	3	3	3	
1	84327364	84398702	202	19	36	14	14	31	11	4	1	3	1	2	1	116	23	12	2	2	1	
1	84398790	84482351	208	11	29	13	5	17	5	5	1	4	7	2	6	139	41	57	1	1	0	
1	84482478	84538994	315	32	18	2	29	15	0	2	1	2	1	1	0	274	133	72	27	27	18	
1	84539005	84608151	290	7	36	1	3	31	0	4	0	3	1	0	1	298	11	84	1	1	0	
1	84608205	84675692	198	1	1	11	0	0	8	0	1	0	1	1	1	254	197	193	56	56	47	
1	84675704	84745929	189	0	1	0	0	0	0	0	0	0	0	0	0	246	57	215	4	4	0	
1	84745931	84809815	225	0	1	0	0	0	0	0	0	0	0	0	0	248	25	181	3	3	1	
1	84809820	84886851	228	1	17	2	0	15	0	0	1	0	1	0	2	257	58	216	8	8	7	
1	84886858	84961384	260	5	10	18	4	6	14	0	1	1	2	0	4	263	24	242	1	1	3	
1	84961388	85045886	268	1	20	2	0	18	1	0	1	1	0	0	1	221	31	130	2	2	2	
1	85046066	85164607	153	8	5	15	5	1	10	1	2	1	3	2	2	201	139	37	53	53	0	
1	85164730	85251682	180	3	15	2	2	14	1	0	1	1	0	0	0	234	69	140	21	21	5	
1	85251837	85336071	201	17	2	5	16	0	4	0	1	1	0	0	1	252	13	42	0	0	0	
1	85336198	85428996	196	32	1	5	31	0	3	0	1	1	0	0	1	213	40	22	3	3	3	
1	85429214	85513720	203	15	24	10	13	19	6	1	1	2	3	0	3	178	36	24	0	0	1	
1	85513881	85605471	198	16	14	7	9	8	3	3	3	5	1	2	2	159	162	31	20	20	0	
1	85605483	85694608	198	19	9	24	13	1	16	3	3	3	5	2	5	192	40	43	9	9	0	
1	85694619	85764222	256	7	5	11	3	1	7	2	1	2	2	2	2	209	7	185	3	3	1	
1	85764244	85869314	248	3	38	9	2	36	8	0	0	1	1	0	1	283	100	78	49	49	1	
1	85869316	85962892	213	20	4	3	17	1	2	3	0	2	0	1	0	200	53	22	2	2	0	
1	85963120	86057246	268	3	22	15	1	18	13	1	1	2	1	0	2	252	48	74	1	1	0	
1	86057535	86178007	231	6	24	7	2	17	3	2	2	4	2	0	4	215	40	86	1	1	1	
1	86178169	86286452	197	7	3	19	6	1	17	1	0	0	2	1	0	229	50	17	0	0	0	
1	86286700	86387336	214	3	18	5	0	15	3	2	1	2	0	1	1	147	92	67	2	2	0	
1	86387404	86500707	262	1	57	7	0	52	3	1	0	0	4	1	3	207	20	27	0	0	0	
1	86500726	86594877	202	21	55	3	18	49	0	3	0	3	2	0	3	100	8	19	0	0	0	
1	86594924	86705276	185	9	16	9	4	12	6	3	2	2	1	2	1	168	56	9	2	2	3	
1	86705410	86787118	270	12	11	6	7	5	3	3	2	4	1	1	2	243	25	7	0	0	0	
1	86787124	86879684	198	1	0	36	0	0	35	0	1	0	0	0	0	273	130	32	44	44	7	
1	86879983	86969505	228	33	14	48	28	10	41	1	4	2	2	3	3	196	44	18	1	1	0	
1	86969791	87075612	271	1	3	14	0	0	11	1	0	0	2	1	2	348	88	6	9	9	0	
1	87075795	87162510	238	6	2	12	1	0	8	1	3	1	1	4	0	284	36	15	2	2	1	
1	87162530	87257647	262	2	13	2	1	10	0	1	0	0	2	1	1	357	53	13	14	14	1	
1	87257654	87349559	321	6	16	0	4	13	0	2	0	2	0	0	0	323	34	274	1	1	2	
1	87349691	87496319	296	15	43	7	8	36	6	6	0	7	0	0	1	285	53	48	2	2	0	
1	87496467	87608303	192	6	37	1	1	33	0	4	1	3	0	1	0	111	41	25	0	0	1	
1	87608366	87735570	235	0	1	0	0	0	0	0	0	0	0	0	0	249	59	116	0	0	2	
1	87735645	87879640	311	0	19	0	0	18	0	0	0	0	0	0	0	307	60	28	2	2	0	
1	87880176	87996606	271	9	19	2	4	14	0	2	2	5	0	0	2	238	48	43	4	4	3	
1	87996613	88086856	203	3	4	24	0	1	20	1	2	1	2	2	1	230	45	23	4	4	1	
1	88087284	88217196	159	11	16	9	5	11	5	3	3	4	1	1	2	121	52	28	3	3	0	
1	88217384	88322038	247	2	9	3	0	6	1	2	0	0	2	1	1	263	44	87	2	2	1	
1	88322068	88419979	188	3	6	5	2	2	2	1	0	1	2	0	3	213	130	96	5	5	3	
1	88420024	88508610	217	2	15	2	1	14	1	0	1	0	0	0	1	228	162	65	14	14	0	
1	88508709	88623884	232	0	22	8	0	19	6	0	0	0	2	0	2	232	41	24	2	2	0	
1	88623918	88737839	218	9	9	19	5	2	13	2	2	3	4	1	4	217	33	4	0	0	0	
1	88737892	88832770	197	16	5	6	12	2	4	2	2	2	0	1	1	182	49	121	5	5	1	
1	88832775	88910183	246	19	13	6	13	7	1	3	3	3	2	3	2	204	21	126	0	0	0	
1	88910287	89030038	187	7	31	8	2	25	5	3	2	4	1	1	2	127	57	32	0	0	0	
1	89030112	89147291	244	2	27	4	1	25	2	1	0	0	2	0	1	231	12	26	0	0	0	
1	89147435	89241626	279	8	37	11	3	31	5	2	3	3	2	2	4	260	54	9	0	0	0	
1	89241645	89335054	241	11	14	8	9	9	3	1	1	1	4	1	3	237	31	6	1	1	3	
1	89335161	89469417	210	0	70	0	0	69	0	0	0	0	0	0	0	98	11	10	0	0	1	
1	89469497	89595128	187	2	60	5	0	57	3	1	1	1	1	1	1	62	15	40	3	3	3	
1	89595134	89692248	155	9	12	11	8	10	8	0	1	0	2	0	2	166	154	42	17	17	1	
1	89692403	89782165	209	2	4	5	0	2	3	1	1	1	0	1	1	199	251	28	39	39	5	
1	89782221	89850838	264	1	13	15	0	11	13	0	1	1	1	0	1	242	63	251	3	3	3	
1	89850846	89919792	262	16	20	13	12	16	7	1	3	1	3	2	3	264	168	28	12	12	0	
1	89919853	89993955	250	8	19	12	2	13	7	3	3	3	2	2	3	318	35	35	7	7	2	
1	89993993	90094621	297	38	32	1	34	28	0	3	0	3	1	1	0	275	47	14	6	6	5	
1	90094676	90206866	264	7	50	1	5	46	0	2	0	2	1	0	1	251	31	10	0	0	0	
1	90206888	90301076	241	5	46	3	2	43	1	1	2	2	0	1	1	235	44	10	5	5	0	
1	90301106	90393610	277	16	41	3	14	35	0	2	0	2	3	0	3	240	15	38	1	1	1	
1	90393758	90468447	253	3	22	9	0	15	4	1	1	3	4	0	5	307	16	18	4	4	0	
1	90468456	90552555	193	3	10	20	2	7	17	1	0	0	2	1	2	224	18	8	2	2	2	
1	90552692	90645322	259	36	20	7	31	17	2	1	4	2	1	2	2	249	70	61	21	21	3	
1	90645449	90762021	175	3	4	22	1	1	19	1	1	1	1	1	2	217	37	51	0	0	1	
1	90762061	90847183	202	1	8	2	0	6	1	1	0	0	1	0	1	264	6	391	1	1	0	
1	90847269	90940307	233	10	13	5	8	11	4	2	0	1	1	0	0	254	19	10	0	0	0	
1	90940438	91038086	218	1	19	0	0	17	0	1	0	1	0	0	0	257	44	95	6	6	2	
1	91038135	91132568	254	2	14	0	1	12	0	1	0	1	0	0	0	322	24	113	3	3	4	
1	91132593	91222489	253	0	7	22	0	6	21	0	0	0	1	0	0	337	40	176	10	10	2	
1	91222505	91314464	239	2	0	0	1	0	0	0	0	0	0	0	0	343	15	247	1	1	0	
1	91314511	91414211	247	2	87	0	0	84	0	2	0	2	0	0	0	190	36	36	4	4	2	
1	91414227	91514320	224	39	15	4	33	10	0	3	2	3	2	2	2	177	40	34	4	4	0	
1	91514339	91639971	173	2	16	2	0	13	1	2	0	1	1	0	1	197	9	86	0	0	0	
1	91640216	91746478	121	0	41	35	0	39	32	0	0	0	2	0	2	83	26	21	1	1	0	
1	91746564	91844483	163	9	15	30	3	11	24	3	2	1	3	5	1	168	109	16	8	8	0	
1	91844781	91926535	243	6	5	34	1	1	30	2	2	3	1	2	2	309	79	12	6	6	2	
1	91926565	92047119	286	2	7	8	0	2	4	1	1	1	3	1	3	360	96	25	23	23	5	
1	92047137	92147001	319	3	6	4	0	2	2	3	0	1	2	1	1	429	147	19	43	43	7	
1	92147032	92223678	161	18	16	28	10	10	16	1	7	1	5	7	4	276	167	12	105	105	2	
1	92223748	92311152	54	3	3	50	0	1	44	0	3	0	2	3	2	44	25	8	1	1	1	
1	92311218	92408771	61	4	8	35	0	6	32	2	1	1	1	3	0	25	91	7	7	7	4	
1	92408926	92507179	140	22	20	8	13	14	3	5	3	4	2	4	1	37	44	11	2	2	1	
1	92507180	92608911	218	17	20	26	10	14	18	2	4	2	4	5	3	184	48	5	3	3	1	
1	92609157	92716459	224	6	9	4	4	7	0	0	2	0	2	2	1	269	181	2	26	26	0	
1	92716513	92807358	253	1	9	11	0	4	6	0	1	1	4	0	4	347	51	4	5	5	0	
1	92807413	92999931	207	3	39	5	1	33	0	2	0	1	4	1	4	195	80	12	2	2	1	
1	92999974	93129574	152	8	20	2	7	17	0	0	1	1	1	0	2	144	32	10	1	1	1	
1	93129641	93247495	160	9	4	5	5	1	1	2	2	0	2	4	0	159	35	5	0	0	1	
1	93247667	93381475	196	12	7	5	9	5	1	0	3	1	1	1	2	147	98	11	1	1	1	
1	93381550	93509805	187	2	3	9	0	1	7	1	1	1	1	0	1	207	160	7	22	22	2	
1	93510178	93642468	212	60	36	1	57	32	0	3	0	2	1	1	0	127	90	10	1	1	3	
1	93642550	93779112	179	32	10	0	30	8	0	2	0	1	0	0	0	161	61	8	4	4	5	
1	93779649	93888312	204	1	37	0	0	36	0	0	0	1	0	0	0	203	202	2	22	22	1	
1	93888357	93989625	198	6	25	15	2	20	11	2	2	3	1	1	3	182	66	4	2	2	1	
1	93989636	94112316	231	49	36	3	46	34	0	1	2	0	1	2	1	170	16	5	0	0	0	
